Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Electricity_Access,Region,Transport_Mode,Class_Size,Language_Section
17,86,High,Low,No,5,55,No,2,High,Private,4,College,Near,Male,66,yes,West,Walk,95,Francophone
20,95,Low,Medium,Yes,7,64,No,2,Medium,Public,3,High School,Near,Female,68,no,Littoral,Walk,199,Bilingual
34,77,Medium,Low,Yes,7,80,Yes,0,Medium,Public,3,High School,Near,Male,69,yes,East,Bus,126,Bilingual
9,96,Medium,Medium,Yes,4,82,No,0,Low,Public,4,College,Near,Male,67,sometimes,Far North,Bike,131,Francophone
24,100,High,High,Yes,6,86,Yes,2,Medium,Private,5,High School,Near,Male,75,yes,Littoral,Walk,127,Anglophone
10,64,Medium,High,No,7,64,Yes,0,Medium,Public,4,High School,Moderate,Female,60,yes,West,Private car,61,Anglophone
17,69,High,Medium,Yes,9,83,Yes,2,Medium,Private,4,College,Moderate,Female,66,no,West,Bike,175,Bilingual
27,98,Low,High,Yes,7,56,Yes,1,High,Private,3,College,Near,Female,73,sometimes,Littoral,Private car,30,Bilingual
20,98,Medium,Low,No,7,50,Yes,1,Medium,Private,2,High School,Near,Female,68,sometimes,North West,Taxi,155,Bilingual
14,64,Medium,Medium,Yes,6,85,Yes,0,Medium,Public,3,High School,Near,Male,62,no,South,Bike,58,Bilingual
16,61,Medium,Medium,No,9,86,Yes,2,Low,Public,2,High School,Near,Male,62,yes,Far North,Private car,157,Anglophone
24,66,High,Low,Yes,8,81,Yes,1,Medium,Public,4,High School,Far,Male,65,no,East,Bus,59,Anglophone
16,100,High,Low,Yes,8,63,Yes,2,Low,Public,3,High School,Moderate,Male,69,sometimes,Far North,Private car,76,Francophone
21,67,Medium,Medium,No,7,96,Yes,3,Low,Public,2,High School,Far,Female,64,sometimes,North,Walk,164,Anglophone
20,80,Medium,High,No,5,94,Yes,0,Low,Private,4,Postgraduate,Moderate,Female,67,sometimes,North,Bus,193,Anglophone
16,94,High,High,Yes,9,76,Yes,0,Low,Public,2,High School,Near,Male,70,sometimes,South,Taxi,47,Francophone
33,61,Medium,Medium,No,7,99,Yes,2,Medium,Public,3,College,Near,Female,70,sometimes,Adamawa,Private car,68,Anglophone
24,84,High,Low,No,7,65,Yes,3,Medium,Public,3,High School,Near,Female,69,yes,South West,Bus,169,Bilingual
8,71,High,Low,No,8,75,Yes,0,Medium,Public,3,High School,Near,Male,61,sometimes,South West,Private car,106,Anglophone
21,94,Medium,Medium,No,7,96,Yes,0,Medium,Private,2,Postgraduate,Moderate,Male,69,yes,East,Taxi,23,Bilingual
16,71,High,Medium,Yes,5,73,Yes,1,Medium,Public,0,High School,Near,Male,63,yes,North,Walk,173,Bilingual
25,87,Medium,Low,Yes,7,74,Yes,0,Medium,Public,4,High School,Near,Male,67,no,West,Bike,150,Bilingual
15,87,Low,Medium,No,4,54,Yes,1,Medium,Public,6,,Moderate,Male,65,no,Littoral,Walk,164,Francophone
19,69,Medium,Medium,Yes,7,61,Yes,3,High,Public,4,High School,Moderate,Male,66,no,North,Bike,83,Francophone
23,61,Low,Medium,No,9,58,Yes,4,Medium,Public,2,High School,Near,Male,63,sometimes,Adamawa,Private car,109,Francophone
25,76,Medium,High,Yes,4,78,Yes,2,Medium,Private,3,High School,Moderate,Female,68,no,Far North,Bike,55,Anglophone
13,72,High,High,No,7,66,Yes,0,Low,Public,4,Postgraduate,Near,Male,65,no,South,Taxi,34,Francophone
18,92,Low,Medium,Yes,8,54,Yes,1,Medium,Public,3,High School,Near,Male,67,sometimes,South,Private car,199,Anglophone
17,92,Low,Low,Yes,8,75,Yes,2,Medium,Public,3,Postgraduate,Near,Female,68,sometimes,Littoral,Taxi,38,Anglophone
16,78,Medium,High,No,6,83,Yes,0,Low,Public,3,College,Near,Male,64,yes,Littoral,Bus,77,Bilingual
31,84,Medium,Medium,No,5,87,Yes,0,Medium,Private,3,College,Moderate,Male,71,no,North West,Bike,199,Bilingual
22,84,Medium,Medium,Yes,6,92,Yes,0,Medium,Public,5,High School,Near,Female,69,sometimes,South,Private car,100,Francophone
12,93,Medium,Medium,Yes,9,74,Yes,1,Medium,Public,3,Postgraduate,Moderate,Male,67,no,Centre,Bike,195,Anglophone
26,77,Low,Medium,No,4,70,Yes,2,High,Public,3,College,Moderate,Female,65,no,Littoral,Bus,182,Anglophone
33,71,Low,Medium,No,5,84,Yes,1,Medium,Public,2,High School,Near,Male,68,sometimes,Far North,Walk,62,Francophone
26,71,High,Medium,Yes,6,51,No,1,High,Private,3,Postgraduate,Moderate,Male,67,sometimes,Littoral,Bus,132,Anglophone
11,81,Medium,Medium,Yes,6,82,Yes,3,Medium,Public,4,High School,Near,Male,67,no,Far North,Private car,101,Anglophone
17,78,Medium,High,Yes,7,70,No,2,Low,Public,3,High School,Near,Male,66,yes,Centre,Bus,114,Bilingual
28,78,High,Medium,No,9,73,Yes,2,Medium,Public,4,College,Moderate,Female,70,sometimes,Centre,Taxi,169,Francophone
16,64,High,Low,Yes,5,65,Yes,3,Medium,Private,4,Postgraduate,Moderate,Female,65,yes,Centre,Private car,111,Bilingual
23,89,Low,Low,Yes,7,56,Yes,4,Medium,Private,4,Postgraduate,Near,Female,69,yes,South,Walk,144,Anglophone
25,69,Medium,Medium,Yes,7,70,No,1,High,Public,4,High School,Far,Female,65,yes,North West,Bus,76,Francophone
14,68,High,Medium,No,6,65,Yes,1,High,Public,3,College,Near,Male,63,yes,Centre,Bus,185,Anglophone
20,77,Medium,Medium,No,5,98,Yes,2,Low,Private,2,Postgraduate,Far,Female,67,yes,Far North,Taxi,154,Bilingual
1,69,High,Medium,Yes,6,97,Yes,1,Low,Public,3,High School,Near,Female,61,sometimes,North West,Private car,112,Francophone
14,83,Medium,Low,Yes,6,82,Yes,0,Medium,Public,2,High School,Near,Female,65,yes,South,Bike,190,Francophone
18,75,Low,High,Yes,8,95,Yes,1,Low,Public,2,College,Near,Female,66,no,Adamawa,Bus,167,Anglophone
13,78,Medium,High,Yes,8,88,Yes,0,High,Public,3,College,Near,Male,66,yes,Littoral,Walk,99,Anglophone
30,81,Medium,Low,Yes,5,67,Yes,1,High,Public,1,High School,Near,Male,69,yes,Littoral,Taxi,20,Francophone
11,68,Medium,Medium,No,6,80,Yes,2,Medium,Public,3,College,Moderate,Female,63,no,East,Bike,175,Anglophone
17,66,Low,High,No,6,61,Yes,1,High,Public,6,Postgraduate,Near,Male,65,sometimes,South,Bike,98,Bilingual
21,95,Low,Low,No,10,84,Yes,0,High,Public,4,High School,Near,Male,67,sometimes,South,Walk,73,Anglophone
29,77,High,High,Yes,7,52,Yes,2,High,Public,3,High School,Near,Female,69,no,North West,Walk,83,Francophone
11,76,Low,Medium,Yes,5,92,Yes,4,Medium,Public,2,Postgraduate,Near,Male,65,yes,East,Bike,24,Bilingual
27,61,Medium,Medium,No,6,79,Yes,1,Low,Public,3,High School,Moderate,Male,65,yes,East,Bike,163,Bilingual
20,80,High,Low,Yes,6,53,Yes,0,Low,Public,2,College,Moderate,Male,65,no,South,Private car,196,Bilingual
14,82,Medium,High,Yes,8,94,Yes,2,Low,Public,5,College,Far,Female,67,yes,North,Taxi,140,Bilingual
23,82,Low,Medium,Yes,8,94,Yes,1,Medium,Public,2,High School,,Male,66,no,East,Private car,67,Anglophone
21,88,Medium,High,No,7,93,Yes,4,Low,Public,3,High School,Near,Female,72,sometimes,North West,Bike,144,Bilingual
16,67,Medium,High,No,7,89,Yes,3,Low,Public,3,College,Near,Male,66,no,South,Walk,54,Anglophone
20,70,Medium,Medium,Yes,7,84,No,2,Medium,Private,4,College,Far,Male,65,yes,South,Private car,180,Francophone
18,92,High,Medium,Yes,7,70,Yes,1,Low,Public,3,High School,Moderate,Male,69,sometimes,South,Walk,62,Bilingual
21,98,Medium,Low,No,4,57,Yes,2,High,Public,2,High School,Near,Female,68,yes,East,Bike,54,Anglophone
24,65,Medium,Low,No,7,64,Yes,1,High,Public,1,Postgraduate,Near,Male,64,sometimes,Littoral,Bus,37,Francophone
30,80,Low,High,No,6,67,Yes,3,Medium,Public,4,College,Moderate,Female,69,sometimes,Adamawa,Taxi,52,Bilingual
13,69,Medium,Low,Yes,5,68,Yes,0,High,Public,1,High School,Moderate,Female,59,no,Adamawa,Bus,69,Bilingual
33,62,High,Medium,Yes,10,78,Yes,0,Medium,Private,3,High School,Moderate,Female,68,yes,Adamawa,Private car,194,Bilingual
8,73,Medium,Medium,No,7,60,No,0,High,Private,3,High School,Near,Female,60,yes,North,Walk,142,Anglophone
19,66,Medium,High,No,7,59,Yes,1,High,Public,3,High School,Far,Male,62,sometimes,Far North,Private car,77,Bilingual
24,88,Low,Medium,Yes,6,86,Yes,0,Low,Public,3,College,Near,Male,67,sometimes,North,Walk,77,Anglophone
22,81,Low,High,Yes,8,50,Yes,4,Medium,Private,5,High School,Far,Female,68,yes,Adamawa,Walk,140,Bilingual
16,66,Medium,High,Yes,5,57,Yes,3,Medium,Public,3,High School,Moderate,Female,64,sometimes,North,Walk,51,Anglophone
19,60,Medium,High,Yes,7,72,Yes,3,Low,Public,3,High School,Moderate,Female,65,sometimes,South West,Private car,53,Bilingual
17,92,Low,Low,Yes,6,57,Yes,2,Medium,Private,2,High School,Moderate,Female,65,yes,North West,Walk,189,Anglophone
16,67,High,Medium,No,8,98,Yes,0,Low,Public,3,High School,Near,Female,63,no,South,Taxi,196,Anglophone
25,84,Medium,Low,Yes,6,84,Yes,2,Medium,Public,3,High School,Near,Male,70,yes,Centre,Walk,151,Anglophone
22,73,Low,Medium,Yes,9,72,Yes,3,Medium,Public,3,High School,Near,Female,66,no,Adamawa,Bus,196,Bilingual
16,83,Medium,High,Yes,7,56,Yes,4,High,Public,3,High School,Near,Female,68,sometimes,North,Taxi,83,Bilingual
25,73,Low,Low,No,8,69,Yes,3,Medium,Private,3,High School,Near,Female,66,no,Centre,Bus,106,Francophone
22,63,Low,Low,No,8,83,Yes,3,Medium,Private,1,College,Near,Male,63,yes,Littoral,Private car,100,Anglophone
25,69,High,Medium,Yes,9,98,Yes,1,Low,Public,3,College,Moderate,Female,66,sometimes,South,Walk,189,Bilingual
24,68,Medium,Medium,Yes,6,74,Yes,1,Medium,Public,3,High School,Near,Female,65,no,South,Private car,102,Anglophone
15,77,Medium,Medium,Yes,8,85,Yes,1,Low,Public,2,Postgraduate,Moderate,Male,66,yes,East,Private car,31,Bilingual
17,86,High,Low,Yes,4,60,Yes,2,High,Private,3,College,Moderate,Female,67,sometimes,North,Walk,62,Anglophone
24,71,Medium,Medium,Yes,7,81,Yes,0,Low,Private,3,High School,Near,Male,66,no,Centre,Walk,42,Francophone
24,60,Low,Medium,No,6,62,Yes,4,Low,Public,3,High School,Near,Female,63,no,Far North,Taxi,58,Anglophone
20,81,Medium,Medium,Yes,5,60,Yes,3,Medium,Public,4,High School,Near,Male,66,yes,South,Private car,56,Anglophone
21,84,Medium,Medium,No,6,75,No,1,High,Public,3,College,Moderate,Male,67,yes,West,Walk,160,Francophone
28,99,Medium,Medium,Yes,6,61,No,1,Low,Public,3,High School,Near,Male,71,yes,East,Bike,65,Bilingual
16,84,Medium,High,Yes,7,86,Yes,1,Low,Private,2,High School,Near,Female,67,yes,Centre,Private car,167,Anglophone
23,79,Medium,High,Yes,6,97,Yes,1,High,Public,4,High School,Moderate,Male,69,yes,South West,Bus,194,Anglophone
19,83,Medium,Medium,Yes,7,70,Yes,2,Low,Public,4,Postgraduate,Near,Female,67,yes,North West,Taxi,159,Anglophone
19,97,High,Medium,Yes,6,66,Yes,2,Medium,Private,2,College,Moderate,Female,72,sometimes,North West,Taxi,150,Francophone
27,93,High,Low,No,6,59,Yes,2,Low,Private,4,High School,Near,Female,70,sometimes,North West,Walk,156,Bilingual
25,73,Medium,High,Yes,7,70,Yes,0,Low,Private,4,Postgraduate,Moderate,Male,67,sometimes,Littoral,Taxi,167,Francophone
25,69,Low,High,Yes,7,78,Yes,0,Low,Public,3,High School,Far,Female,64,no,Littoral,Taxi,137,Bilingual
28,71,Medium,Medium,No,8,69,Yes,1,Medium,Private,1,College,Moderate,Female,67,no,Centre,Bus,171,Anglophone
20,80,Low,High,No,8,81,Yes,3,Medium,Private,4,Postgraduate,Near,Male,69,sometimes,North West,Taxi,185,Bilingual
24,90,Low,Low,No,7,83,Yes,0,Low,Private,3,College,,Male,68,yes,Centre,Taxi,170,Bilingual
18,80,Medium,Medium,No,8,55,Yes,2,Low,Public,3,High School,Moderate,Male,63,no,West,Walk,110,Francophone
22,63,Medium,High,Yes,7,85,Yes,4,High,Public,3,College,Near,Female,68,sometimes,Centre,Taxi,190,Francophone
19,89,High,Medium,Yes,7,95,Yes,0,Medium,Public,3,High School,Near,Male,70,sometimes,West,Bus,65,Anglophone
21,92,Medium,Low,Yes,8,51,Yes,0,Medium,Public,2,College,Moderate,Male,66,sometimes,North West,Bus,38,Bilingual
24,72,High,High,No,6,78,Yes,0,Low,Public,6,High School,Near,Female,68,sometimes,Adamawa,Bike,128,Francophone
15,87,High,Low,Yes,4,80,Yes,0,Low,Private,3,College,Near,Male,67,yes,Centre,Bus,185,Francophone
33,77,Low,High,Yes,5,85,Yes,0,Low,Private,5,High School,Far,Female,69,yes,Centre,Bike,146,Francophone
14,96,Medium,Low,Yes,9,69,Yes,0,Medium,Private,3,College,Near,Female,66,yes,South,Bike,86,Francophone
13,94,Medium,Medium,Yes,7,91,Yes,3,Low,Public,3,High School,Near,Male,68,sometimes,North,Walk,48,Francophone
27,81,Medium,Medium,Yes,7,77,Yes,2,Medium,Public,2,Postgraduate,Moderate,Female,69,no,Far North,Taxi,22,Bilingual
25,88,Medium,Medium,Yes,7,70,Yes,1,Medium,Private,3,Postgraduate,Moderate,Male,70,sometimes,South,Bus,114,Francophone
24,95,Medium,High,Yes,8,86,Yes,1,Medium,Private,3,College,Near,Male,74,no,Adamawa,Private car,123,Bilingual
24,80,Medium,High,Yes,7,96,Yes,0,Low,Public,0,College,Moderate,Female,70,no,Adamawa,Bus,168,Francophone
20,73,Medium,Medium,Yes,7,91,Yes,1,Medium,Public,2,Postgraduate,Moderate,Male,66,yes,South,Walk,134,Bilingual
15,90,High,Medium,Yes,8,97,Yes,1,Low,Private,3,College,Near,Female,69,no,North,Bike,161,Francophone
20,69,Medium,High,No,6,63,Yes,0,Low,Public,3,Postgraduate,Near,Male,64,no,South West,Bus,44,Francophone
16,76,Low,High,Yes,8,56,No,1,Low,Public,1,High School,Near,Male,62,yes,South West,Bike,169,Anglophone
26,95,Low,High,No,7,77,Yes,0,Medium,Public,3,High School,Moderate,Female,70,yes,South,Taxi,100,Bilingual
19,89,High,Medium,Yes,7,52,Yes,2,Medium,Public,4,High School,Moderate,Male,68,no,Far North,Bus,196,Francophone
15,76,Medium,Medium,Yes,6,84,Yes,0,Medium,Public,3,College,Near,Female,65,no,Adamawa,Bus,106,Bilingual
18,69,High,High,No,7,62,Yes,3,Medium,Public,3,High School,Moderate,Male,65,yes,North,Walk,129,Anglophone
22,74,High,High,Yes,6,73,Yes,3,High,Public,4,Postgraduate,Moderate,Female,71,no,Adamawa,Taxi,107,Francophone
17,71,High,Medium,Yes,9,83,Yes,2,Medium,Public,5,High School,Near,Male,66,yes,East,Private car,25,Bilingual
15,67,Medium,Medium,No,4,74,Yes,0,Low,Public,3,College,Moderate,Male,61,no,Littoral,Taxi,26,Francophone
21,90,Low,Medium,Yes,8,62,Yes,2,Medium,Public,5,High School,Near,Male,67,yes,West,Walk,134,Francophone
21,70,Low,High,Yes,4,94,Yes,0,Low,Private,2,College,Far,Male,65,yes,Littoral,Bike,154,Anglophone
17,78,Medium,High,No,8,88,Yes,0,Low,Public,3,High School,Near,Female,65,yes,Littoral,Private car,176,Francophone
17,75,Medium,High,Yes,6,80,No,1,Low,Private,5,High School,Moderate,Male,65,sometimes,East,Taxi,193,Francophone
21,99,Medium,Medium,No,8,85,Yes,4,Medium,Public,4,High School,Moderate,Male,73,yes,West,Bike,149,Anglophone
11,76,Medium,Medium,Yes,7,71,No,1,Medium,Public,2,College,Near,Male,62,yes,North West,Taxi,141,Francophone
12,63,Medium,High,Yes,5,69,Yes,0,Medium,Public,2,College,Moderate,Female,60,no,South West,Taxi,48,Francophone
16,64,Low,Medium,Yes,9,58,Yes,1,Medium,Public,3,College,Moderate,Female,61,sometimes,Adamawa,Walk,137,Anglophone
19,84,Low,Medium,Yes,8,90,Yes,2,Low,Private,3,Postgraduate,Far,Male,67,yes,Littoral,Bike,165,Anglophone
22,84,High,Medium,No,8,69,No,3,Medium,Private,4,College,Near,Male,70,yes,Far North,Walk,53,Francophone
29,77,Low,High,No,6,85,Yes,1,Medium,Public,1,College,Near,Male,69,no,North,Bike,151,Bilingual
25,77,Medium,Low,Yes,8,65,No,0,Medium,Public,5,College,Far,Female,66,sometimes,South,Bike,136,Francophone
19,62,Medium,Medium,No,5,90,Yes,2,Low,Public,3,College,Moderate,Male,64,yes,South West,Taxi,87,Anglophone
20,81,High,Medium,Yes,4,55,Yes,1,High,Private,2,Postgraduate,Moderate,Male,68,yes,South,Bus,66,Bilingual
14,80,High,Medium,Yes,5,81,Yes,1,Low,Public,4,Postgraduate,Far,Female,67,yes,East,Bike,183,Anglophone
20,66,Medium,Medium,No,6,90,Yes,0,Medium,Public,1,College,Near,Female,64,yes,Adamawa,Walk,139,Francophone
18,64,Medium,Medium,Yes,6,83,Yes,2,Low,Public,2,College,Near,Male,65,sometimes,Adamawa,Bike,146,Bilingual
22,65,Low,High,Yes,6,85,Yes,2,High,Public,3,Postgraduate,Near,Female,66,sometimes,Centre,Private car,85,Bilingual
15,64,Medium,Medium,Yes,6,76,Yes,2,Medium,Private,4,High School,,Female,63,no,West,Taxi,82,Anglophone
23,84,High,Medium,Yes,6,78,Yes,2,Low,Public,2,High School,Moderate,Female,68,yes,Littoral,Walk,81,Bilingual
29,68,Medium,High,Yes,4,53,Yes,1,Medium,Private,4,High School,Far,Male,66,yes,Far North,Bike,180,Bilingual
19,70,Medium,Medium,No,7,63,No,3,Low,Public,5,High School,Near,Male,63,yes,North West,Taxi,178,Anglophone
22,67,Low,Medium,No,7,86,Yes,1,Low,Public,3,High School,Moderate,Female,63,yes,West,Taxi,190,Anglophone
24,98,High,Medium,Yes,6,97,Yes,1,Medium,Public,4,College,Far,Male,74,sometimes,Littoral,Private car,63,Bilingual
18,94,Medium,High,Yes,9,77,Yes,1,Medium,Public,2,College,Moderate,Male,70,sometimes,East,Bus,22,Bilingual
21,69,High,High,Yes,7,86,Yes,2,Low,Private,3,High School,Near,Male,68,no,Far North,Taxi,80,Bilingual
20,73,Medium,Medium,Yes,7,84,Yes,0,Medium,Public,4,Postgraduate,Moderate,Female,66,no,North,Taxi,57,Francophone
21,68,Medium,Low,No,8,100,Yes,0,Medium,Public,4,High School,Far,Male,63,sometimes,South,Taxi,76,Bilingual
15,80,Low,High,No,5,90,Yes,4,Low,Public,3,College,Far,Female,67,yes,North West,Walk,133,Francophone
20,61,Medium,Medium,No,7,81,Yes,1,Medium,Public,3,High School,Moderate,Male,62,no,West,Bike,82,Bilingual
23,87,High,High,No,8,56,Yes,1,Medium,Public,3,Postgraduate,Moderate,Male,71,no,West,Walk,171,Bilingual
29,81,High,Medium,No,7,68,Yes,2,Medium,Public,4,Postgraduate,Near,Male,72,no,East,Bike,157,Bilingual
26,96,Medium,Medium,Yes,5,63,No,1,High,Private,2,Postgraduate,Near,Male,72,yes,South,Private car,126,Bilingual
33,67,Medium,Medium,Yes,6,93,Yes,0,Low,Public,3,High School,Far,Female,68,no,South,Bus,108,Francophone
15,92,Medium,Low,Yes,7,72,Yes,1,Medium,Public,5,High School,Near,Female,66,sometimes,South West,Private car,174,Anglophone
25,92,Medium,Medium,No,4,77,Yes,0,Low,Public,3,High School,Near,Male,70,yes,East,Bus,71,Anglophone
21,65,Medium,Low,Yes,5,98,No,2,Low,Private,4,Postgraduate,Near,Male,66,yes,Adamawa,Walk,57,Anglophone
33,76,Medium,Medium,Yes,10,92,Yes,1,High,Private,3,Postgraduate,Near,Female,72,yes,Centre,Bus,85,Francophone
15,67,High,Medium,Yes,8,89,Yes,0,High,Public,4,High School,Moderate,Female,64,yes,Adamawa,Taxi,170,Anglophone
15,70,High,Medium,No,9,57,Yes,1,Medium,Private,3,High School,,Female,63,no,South,Bus,161,Francophone
16,71,Medium,Medium,No,8,51,Yes,0,Low,Public,2,Postgraduate,Far,Female,61,sometimes,Far North,Walk,150,Anglophone
7,82,High,High,Yes,8,56,Yes,0,Low,Private,2,High School,Far,Male,62,no,Far North,Walk,38,Anglophone
17,76,Medium,High,No,7,87,Yes,1,Medium,Public,4,High School,Near,Female,68,sometimes,West,Bike,142,Bilingual
15,98,Low,Medium,Yes,8,71,Yes,1,Medium,Public,3,High School,Near,Male,68,no,South,Walk,97,Anglophone
21,65,Low,Medium,No,9,56,Yes,1,Medium,Public,5,High School,Moderate,Male,63,no,East,Walk,168,Bilingual
22,99,Medium,Low,Yes,8,87,Yes,1,Medium,Private,4,High School,Moderate,Female,70,no,East,Bike,117,Anglophone
31,69,High,Low,Yes,7,60,Yes,1,Low,Public,3,Postgraduate,Near,Female,68,no,Far North,Taxi,116,Francophone
26,91,High,Medium,Yes,7,79,Yes,1,Low,Private,5,High School,Near,Female,72,no,West,Bus,28,Francophone
17,74,Medium,Medium,Yes,8,87,Yes,4,Low,Public,3,College,Near,Male,67,no,Adamawa,Bus,116,Bilingual
15,66,Low,High,No,6,80,No,1,Low,Private,1,College,Near,Male,61,sometimes,South,Bus,147,Francophone
23,94,Low,Medium,No,8,100,No,0,Low,Public,3,Postgraduate,Near,Male,69,yes,Far North,Taxi,87,Francophone
12,72,Medium,Low,Yes,6,72,Yes,2,Low,Private,2,High School,Moderate,Female,61,no,North,Bus,185,Bilingual
31,86,High,High,Yes,6,66,Yes,3,Medium,Public,3,College,Moderate,Male,75,no,West,Taxi,142,Anglophone
27,83,High,Low,No,5,60,Yes,0,High,Public,2,College,Moderate,Female,68,no,Centre,Walk,42,Francophone
17,79,Medium,Low,Yes,6,75,Yes,1,Medium,Public,4,High School,Near,Male,65,yes,Adamawa,Private car,169,Anglophone
10,80,High,Medium,Yes,6,93,Yes,4,Medium,Public,3,College,Moderate,Female,67,no,Adamawa,Taxi,145,Anglophone
28,89,Medium,High,Yes,10,97,Yes,3,Medium,Public,6,High School,Near,Female,75,yes,West,Private car,84,Francophone
19,64,Low,Medium,No,6,99,Yes,1,Medium,Public,3,College,Near,Male,64,yes,Far North,Taxi,120,Bilingual
27,87,Medium,Medium,No,8,77,Yes,1,Low,Public,4,High School,Moderate,Male,70,no,North West,Private car,74,Francophone
10,96,High,High,No,6,80,No,0,Medium,Public,4,High School,Moderate,Female,67,no,Littoral,Bike,138,Anglophone
16,62,Medium,Medium,Yes,7,79,Yes,2,Medium,Public,3,High School,Near,Male,63,no,West,Walk,136,Anglophone
20,66,High,High,No,7,73,Yes,1,Medium,Public,4,College,,Female,65,no,South,Bike,139,Anglophone
20,89,Medium,Medium,Yes,4,58,Yes,1,Medium,Public,3,High School,Far,Female,67,yes,North West,Bus,132,Bilingual
17,77,Low,High,Yes,5,53,Yes,2,High,Public,3,College,Near,Male,86,no,Far North,Taxi,95,Francophone
24,76,Low,High,No,6,72,Yes,3,Medium,Public,3,High School,Moderate,Female,67,sometimes,Far North,Bike,105,Anglophone
14,65,High,Medium,No,5,59,Yes,1,High,Public,4,Postgraduate,Far,Male,63,sometimes,North West,Private car,148,Anglophone
19,80,Medium,Medium,No,7,94,Yes,0,Medium,Public,3,College,Moderate,Female,66,yes,North West,Bus,86,Bilingual
21,65,High,High,No,7,88,Yes,2,Low,Private,1,,Near,Male,65,sometimes,Adamawa,Private car,129,Bilingual
23,79,Medium,Medium,No,5,81,Yes,1,Medium,Private,3,High School,Near,Female,67,yes,North,Taxi,36,Anglophone
24,91,Medium,Medium,No,7,52,Yes,0,High,Public,4,College,Near,Male,69,no,North,Bus,71,Anglophone
13,70,High,High,No,6,81,Yes,2,Medium,Public,2,Postgraduate,Near,Male,66,no,Adamawa,Private car,181,Francophone
11,79,Medium,Medium,Yes,7,81,Yes,1,High,Public,2,High School,Moderate,Male,64,no,East,Walk,122,Bilingual
28,100,High,Low,Yes,6,72,Yes,1,Low,Public,2,Postgraduate,Near,Female,73,yes,Adamawa,Bus,129,Francophone
22,87,Low,Medium,No,8,83,Yes,1,Low,Public,1,College,Far,Male,66,sometimes,Littoral,Walk,125,Francophone
16,94,Medium,Medium,No,9,93,Yes,1,Low,Public,4,Postgraduate,Near,Female,68,yes,North West,Walk,162,Anglophone
29,77,High,Low,Yes,8,88,Yes,0,Medium,Public,4,College,Moderate,Male,70,sometimes,Far North,Bus,150,Francophone
21,91,High,Medium,No,9,74,Yes,2,Low,Private,2,,Near,Female,69,no,North West,Bus,119,Francophone
